IPC,priorityCountryRegion
E21B43/114 | E21B43/26 | E21B49/00,-
E21B47/11 | E21B47/06 | E21B47/00 | E21B43/26,-
C02F9/06 | C02F101/30 | C02F103/10,-
C09K8/34,-
E21B21/06,-
G01N33/24,-
F16L9/00 | F17D5/06,-
E21B7/00,-
B01L99/00 | B01L9/02 | G01N33/00,-
E21B21/06,-
B01L99/00 | B01L9/02 | G01N33/00,-
E21B43/26,-
E21B43/26,-
E21B43/26 | E21B43/114,-
G06F17/50,-
E21B43/263 | F42D3/04 | F42B3/22,-
F04B53/00 | F04B53/10,-
C02F9/10 | C02F103/10,-
C09K8/24,-
G05B19/042 | G01N27/06 | G01F23/14 | G01N27/416 | G01D21/02 | H04N7/18 | G08B19/00,-
C07C5/32 | C10G9/36 | C10G47/18 | F25J3/02 | C07C6/02 | C10G65/10 | C10G69/06 | C10G69/14 | C10G45/68,US
G08C17/02,-
E21B25/00 | E21B41/00,-
E21B33/13 | E21B47/00 | G09B25/02,-
G01N7/16,-
E21B43/26 | E21B43/267 | E21B43/12 | G06F30/20 | G06Q50/02,-
E21B43/26 | E21B43/267,-
B01D50/00 | C10L3/10 | E21B43/34,-
G01N7/16,-
E21B43/00,-
G06Q50/02 | G06F30/20 | G06T17/00,-
E21B47/00 | E21B43/30 | E21B43/16 | E21B43/26,-
C07C005/032 | C07C006/002 | C10G045/068,WO | US
G01N23/202,-
G01N33/00 | G09B25/00,-
-,WO | US
G01V11/00,-
G06Q10/06 | G06Q50/02 | G06N5/04 | G06N3/04 | G06F16/36,-
E21B43/263 | E21B43/38 | E21B47/06,-
F17D5/02 | G01N17/00,-
G06F30/27 | G06F18/214 | G06F18/2431,-
G01F25/10,-
F16K37/00 | F16K5/00 | E21B34/06 | E21B43/26,-
G06F17/50 | G06Q10/04 | E21B43/26,-
C09K8/12,-
C09K8/12 | C09K8/08,-
B01D35/02 | B01D29/01 | B01D29/68,-
E21B43/00,-
C09K8/36 | C09K8/467 | C09K8/487,-
C09K8/03 | C09K8/035 | C09K8/32 | C09K8/502,-
C09K8/03 | C09K8/12,-
E21B47/00 | E21B49/00,-
E21B47/00 | E21B47/06,-
E21B43/241 | E21B17/00 | E21B33/12,-
E21B43/34 | F04B35/02 | F04B41/02,-
E21B43/263,-
E21B43/263,-
E21B43/263 | G06Q50/02,-
C02F9/14 | C02F103/10,-
G06F17/50,-
G01V1/30,-
E21B43/263 | F42D3/04 | F42B3/22,CN
E21B43/263,CN
F04B53/16 | F04B53/20,-
E21B34/02,-
B01J20/20 | B01J20/30 | C02F1/28 | C02F103/10,-
G06Q50/02 | G06Q10/06,-
E21B43/26 | E21B47/06 | E21B47/00,-
F23G7/06 | F23G5/02 | B01D53/00,-
C10L3/10 | B01J19/20 | B01J19/26,-
E02D17/20 | E02D3/00 | E02D3/046,-
F17D1/02 | F17D3/01,-
G06Q10/06 | G06Q10/04 | G06Q50/02,-
E21B43/26 | E21B43/267 | C09K8/66 | E21B34/02 | E21B47/00,-
E21B49/08 | E21B47/12 | E21B43/00,-
C02F9/04 | C02F103/10,-
C02F9/04 | C02F103/10,-
C09D163/00 | C09D5/08 | C09D5/14 | C09D7/61,-
B65G63/00 | B65G65/00 | B65G65/32,-
G06Q10/06 | G06Q50/02,-
E21B43/27 | E21B43/267,-
E21B47/00 | E21B47/002 | E21B47/06 | E21B49/08 | G01D21/02,-
C02F9/04 | C02F103/10,-
C10L3/10 | E21B43/34,-
H02S10/40 | H02J7/35 | H02B1/52 | B62D55/08,-
F17D1/02 | F17D3/01 | F17D3/18,-
E21B43/34,-
E21B43/34,-
C09K8/584 | C09K8/54 | A01N33/12 | A01N35/02 | A01P1/00,-
C09K17/40 | C09K101/00,-
G01N13/00,-
B01F33/82 | B01F101/49,-
E21B43/22 | E21B43/12,-
G01N3/12 | G01N3/08 | G01N3/24 | G01N3/06 | G01N1/28,-
G06F30/27 | G06F17/18 | G06F18/2411 | G06F18/214 | G06F18/2413 | G06N20/10,-
E01C9/00,-
G06F30/27 | G06N5/01 | G06N5/04 | G06Q10/063 | G06Q50/02 | G06F119/22,-
G06Q10/0635 | G01N33/18 | G01N33/2045 | G01N23/207 | G01N27/82 | G06Q10/0639 | G06Q50/02,-
C10B53/06,-
G01N7/04 | G01N15/08,-
E21B43/26 | E21B49/00,-
E21B43/00 | E21B43/26,-
C02F9/06,-
E21B34/02 | E21B33/04,-
E21B17/00,-
E21B49/00 | E21B43/267,-
C09K8/74,-
C02F9/06 | C02F9/08,-
C09K8/487 | C08F220/56 | C08F220/58 | C08F220/06 | C08F222/38,-
E21B34/16 | E21B34/02,-
E21B43/00 | E21B43/26,-
E21B43/263 | G06Q50/02,-
E21B43/26 | E21B43/27 | E21B43/267 | E21B28/00,-
G01V1/36 | G01V1/46,-
G01N7/14,-
G01F15/14 | G01F15/18 | G01F15/06,-
E21B17/00 | E21B17/04 | E21B17/08,-
E21B43/16 | E21B43/00 | E21B28/00 | E21B47/00 | E21B49/00,-
E21B43/267,-
F17D1/14 | B60P3/22 | B01D36/04,-
C21D1/25 | C21D9/08 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/22 | C22C38/24,-
E21B21/06 | E21B21/01,-
B65G65/04 | B65G33/12,-
G01N7/04,-
E21B43/34 | E21B17/00 | E06C9/00 | F17D1/02 | F17D3/14,-
G01V3/26 | G01V3/38 | G06F17/11 | E21B49/00 | E21B47/10,-
C08L75/04 | C08L33/04 | C08L101/14 | C08K7/26 | C08K3/34 | B29B7/00 | B29C35/02,-
G01N33/24 | G09F9/00,-
E21B43/16 | E21B43/12 | F17D1/02 | F17D3/01,-
E21B47/00 | E21B49/08,-
G01B5/08,-
G01N15/08 | G01N23/20,-
E21B49/00,-
G01N9/00,-
B23P15/00 | C22C38/28 | C21D8/00 | E21B17/00,-
G01N13/00,-
F17D1/02 | E21B43/34,-
G01N7/04,-
E21B47/00,-
E21B7/04 | E21B33/13 | E21B43/263,-
F17D1/02 | E21B43/34,-
B01J20/10 | B01J20/30 | B01D53/047 | C10L3/10,-
C10B53/06 | C10B49/02,-
E21B3/02 | E21B7/18 | B66D1/30 | B66D1/28,-
G06F19/00,-
G06F19/00,-
C09K8/68 | C09K8/88,-
G06F17/50,-
E21B43/263 | F42B3/22,-
E21B43/263 | F42D3/04 | F42B3/22,-
G01N24/08,-
E21B43/26,-
E21B33/12 | E21B17/00,-
F04B53/22,-
B01D65/04,-
E21B19/22 | E21B19/14,-
G01N7/04,-
E21B34/02 | E21B43/12 | E21B47/00 | E21B47/06,-
E21B17/02,-
G06Q10/06 | G06Q50/02 | G06N3/08,-
E21B49/00 | G06F30/20 | E21B41/00 | G06Q50/02,-
G06Q10/04 | G06Q10/06 | G06Q50/02 | E21B43/30,-
E21B43/267 | C09K8/80,-
G01N21/27 | G01N33/18 | G08C17/02,-
G01N33/24 | G01N21/84 | G01N23/2251,-
E21B43/263,-
E21B25/04 | E21B25/06 | E21B10/62,-
B28B1/00 | B28B11/24 | B28B13/06 | B01J2/14,-
C10L3/10 | C02F1/06 | C02F103/10,-
G01V1/30 | G01V1/40,-
G01N15/08,-
C09K8/20 | C09K8/24,-
C04B7/36 | C04B7/38 | C04B7/04,-
E21B43/00 | E21B43/02 | E21B36/02 | E21B43/34 | E21B47/00,-
C09K8/62,-
C02F1/44,-
G01N7/14,-
F24H3/08,-
E21B43/00,-
E21B49/00 | E21B43/26 | E21B43/267,-
G06F17/50,-
C02F9/10 | C02F103/10,-
C09K8/32 | E21B21/01,-
C09K8/62 | C09K8/70,-
E21B49/00,-
G06Q50/02 | G06T17/05 | E21B43/26 | E21B43/267,-
E21B43/267,-
C04B18/20 | C09K8/467,-
E21B34/02 | E21B33/04 | E21B43/20,-
E21B43/263 | F42B3/22,-
E21B43/263 | F42D3/04 | F42B3/22,-
E21B43/34,-
G06F17/50 | G06Q50/02,-
E21B41/00 | E21B43/26,-
E21B43/267 | E21B43/27 | E21B43/11,-
C09K8/36 | C09K8/467 | C09K8/48 | C09K8/487,-
B65H75/38,-
F23D14/24 | F23D14/46 | F23D14/68 | E21B43/00,-
A62B35/00 | F25J1/00,-
C02F3/30 | C02F3/12 | C02F101/16 | C02F101/30,-
G01N1/44 | G01N7/16,-
B28D1/14 | B28D7/00 | B28D7/04,-
G06F17/11 | G06Q10/06 | G06Q50/02,-
E21B21/06,-
E21B7/04 | E21B47/00 | E21B49/00,-
E21B43/263 | E21B43/08 | E21B47/00 | E21B41/00 | E21B33/13,-
E21B43/34,-
E21B33/03 | E21B23/06,-
E21B43/25 | E21B43/16,CN
G06Q10/06 | G06Q50/02 | G06F30/20 | G06F119/14,-
E21B43/26 | E21B43/267 | E21B49/00,-
E21B47/00 | E21B49/00,-
C22C38/02 | C22C38/04 | C22C38/44 | C22C38/46 | C22C38/58 | C21D1/18 | C21D6/00 | C21D9/08 | C22C33/06 | B21C37/06,-
G06Q10/0631 | G06F17/18 | G06Q10/10 | G06N20/00,-
E21B34/08 | E21B47/00 | E21B47/06,-
E21B43/116 | E21B43/119 | E21B43/1185,-
E21B49/00,-
C02F11/18 | C02F11/10 | C02F11/00 | C02F103/10,-
C02F9/14 | C02F103/10,-
G06F19/00,-
G01N7/14,-
G01N7/00,-
E21B43/00 | E21B36/02 | E21B34/02 | E21B43/34 | E21B47/00,-
E21B43/263 | F42B3/22,-
E21B43/263 | F42B3/22,-
E21B43/263 | F42D3/04 | F42B3/22,-
E21B7/02 | E21B15/00,-
C02F1/12 | C02F103/10,-
G01N7/14,-
E21B43/26 | E21B43/267,-
G01N7/04,-
G06F17/50 | G06K9/62,-
E21B43/267 | E21B43/27,-
E21B17/00 | E21B17/08 | E21B37/02,-
C02F9/10 | C02F103/10,-
G06F30/20 | E21B43/26 | E21B33/13 | G06F119/14,-
C02F9/14 | C02F1/04 | C02F1/44 | C02F1/40 | C02F1/66 | C02F1/24 | C02F1/52 | C02F1/72 | C02F103/10,-
C09K8/60 | C09K8/68 | C09K8/88 | C08G63/685,-
A01N59/12 | A01N59/00 | A01N55/10 | A01N25/22 | A01N25/08 | A01P1/00 | C09K8/54,-
G06F16/9535 | G06F16/9538 | G06F16/954 | G06F16/958 | G06F17/18 | G06Q10/06 | G06Q50/02,-
E21B43/26 | E21B49/00 | E21B47/00,-
C09K8/54 | A01N59/26 | A01N59/00 | A01N59/08 | A01N33/12 | A01P1/00,-
G06F30/27 | E21B41/00 | G06F119/22,-
E21B49/00 | G06F30/20,-
E21B43/26 | E21B33/127,-
G06F17/18 | G06N3/04 | G06Q50/02 | G01N33/24,-
C02F1/46 | H01M8/16 | H01M4/90,-
G06F30/23 | E21B43/26 | E21B47/00 | G06F17/12 | G06F17/16 | G06F119/14,-
E21B43/26 | E21B43/267,-
B01D29/86,-
G01N1/28 | G01N7/00,-
C22C38/02 | C22C38/04 | C22C38/44 | C22C38/42 | C22C38/46 | C22C38/50 | C22C38/48 | C22C38/06 | C22C38/00 | C22C33/04 | B21C37/06 | C21D8/10,-
G01N15/08 | G01N23/22 | G06F30/20 | G06T5/00 | G06T7/00,-
C09K8/68,-
E21B43/243 | E21B47/00,-
G06F17/50,-
E21B49/00 | E21B49/02,-
G01V1/30,-
C02F9/10 | C02F101/30 | C02F103/36,-
C09K8/68 | C09K8/88,-
E21B43/26 | E21B33/13,-
E21B7/04 | E21B47/00 | G06Q50/02,-
E21B43/263 | F42B3/22 | F42D3/04,-
F04B53/00,-
C09K8/68,-
E21B43/00 | E21B43/12 | E21B47/00 | E21B43/34,-
F16J15/08 | F04B53/00,-
F16J15/08 | F04B53/00,-
F04B53/00,-
G06Q10/06 | G06Q10/08 | G06K17/00,-
E21B43/267 | E21B49/00,-
C09K8/514 | E21B33/13,-
G01V1/50 | E21B47/00 | G01V1/52,-
E21B34/10 | E21B34/16 | E21B43/26 | E21B47/06 | E21B33/13,-
G01N1/24 | G01N1/40,-
G01N33/24,-
G06F16/25 | G06F16/28 | G06Q50/02,-
E21B43/26 | E21B33/13 | E21B47/00 | E21B47/06,-
G06Q10/06 | G06Q50/02 | G01D21/02,-
G01F19/00 | G01F23/58 | G01F23/04,-
E21B43/00 | E21B43/12 | E21B43/26 | E21B47/00 | E21B47/06,-
C02F9/14 | C02F1/78 | C02F1/72 | B01J23/745 | C02F101/30 | C02F103/10,-
F16K3/26 | F16K3/314 | F16K27/04 | F16K31/12,-
G01N3/08,-
E21B43/00 | E21B43/34 | F04B37/12,-
E21B49/00 | E21B43/26,-
E21B43/263,-
G01B5/08,-
B01D17/02,-
G01V1/28 | G01V1/30 | G01V1/36,-
E21B43/00 | E21B43/34 | E21B47/00,-
C04B35/185 | C04B35/622 | C04B35/63,-
C04B35/185 | C04B35/622 | C04B35/63,-
E21B49/00,-
G01N15/08,-
E21B43/263 | F42D3/04 | F42B3/22,-
B01D19/00,-
F16L57/02 | F16L3/02 | F16L21/06,-
E21B43/26 | E21B43/267 | E21B43/27,-
F04B53/10,-
E21B17/042,-
C09K8/68 | C09K8/70 | C09K8/88 | C09K8/90 | E21B43/26 | E21B43/16,-
E21B49/00 | E21B47/00 | G06F30/20,-
G01N31/12,-
C02F9/04 | C02F103/10,-
G01N1/22 | G01N7/18,-
G06Q10/06 | G06F30/20 | G06F17/11 | G06Q50/02,-
E21B43/267,-
E21B43/26,-
G01N7/04 | G01N15/08,-
C02F9/06 | C02F1/52 | C02F1/56 | C02F1/461 | C02F101/20 | C02F103/10,-
G01N23/2251 | G01N23/20 | G01N29/04 | G01N15/08,-
E21B43/00 | E21B47/047 | E21B47/06 | E21B47/07,-
E21B10/43 | E21B10/62,-
G01B5/08,-
G01B5/08,-
C02F9/00,-
E21B47/00 | E21B49/00,-
C09K8/68,-
C04B35/10 | C04B35/622 | C09K8/80,-
C09K8/62 | C08F220/56 | C08F226/02,-
G01N33/24,-
F16L11/06 | C08L9/02 | C08L27/06 | C08K13/02 | C08K5/12 | C08K5/09 | C08K3/22 | C08K3/36 | C08K3/06,-
G01N33/24,-
G01N7/04,-
C09K8/80,-
C08L15/00 | C08L45/02 | C08K13/02 | C08K3/04 | C08K3/36 | C08K3/22 | C08K5/09 | C08K5/12 | C08K5/18 | E21B4/02,-
C10B53/06 | C10B33/00,-
C09K8/62 | C08F220/56 | C08F226/02,-
C10B53/06 | C10B33/00,-
G01N15/08,-
E21B25/00 | E21B31/20 | E21B17/02,-
E21B43/263,-
E21B49/00 | E21B47/00,-
E21B21/06 | E21B43/24 | E21B43/26,-
E21B43/263,CN
E21B17/04 | E21B43/26,-
F04B53/16 | F04B53/00,-
C09K8/68,-
G01N1/24,-
G06Q10/06 | G06Q50/02,-
C22C38/24 | C22C38/22 | C22C38/06 | C22C38/04 | C22C38/02 | C22C33/04 | C21C7/10 | C21C7/00 | C21D8/10 | C21D1/18,-
E21B25/00,-
E21B43/34 | E21B43/08,-
F16L23/22 | F16L23/036,-
G01N5/00,-
C02F1/52 | C02F103/10,-
C04B28/00 | C04B18/02 | C04B24/26 | C09K8/467 | C09K8/48,-
G06F30/13 | E21B43/26 | E21B47/00 | G06F111/10 | G06F119/08,-
E21B21/08 | E21B21/00 | E21B47/00 | E21B47/07 | G06F30/20 | G06Q50/02,-
C09K8/512 | C09K8/88,-
E21B47/11 | E21B47/00 | E21B43/26 | G06F30/20 | G06Q50/02,-
E21B47/00,-
E21B47/00,-
B01D46/24 | C02F9/00 | H02J7/32 | C02F1/38 | C02F1/20 | C02F1/28 | C02F1/52 | C02F103/10,-
C08F220/18 | C08F222/20 | C08F222/06 | C08F220/06 | C09K8/68,-
C08F116/06 | C08F8/00 | C08F290/12 | C08F220/56 | C08F220/06 | C09K8/68,-
C09K8/80 | C04B35/10 | C04B35/622,-
G01N7/00,-
C09K8/68,-
C02F9/04 | C02F103/10,-
E21B43/241,-
G01V1/50 | E21B49/00,-
E21B7/04 | E21B49/00,-
C12N1/20 | C02F3/34 | C12R1/265 | C12R1/385 | C12R1/125 | C12R1/22 | C02F103/10,-
F28D7/16 | F02G5/02,-
C02F9/14,-
E21B43/263 | F42D3/04 | F42B3/22,-
E21B43/263 | F42B3/22 | F42D3/04,-
E21B43/263 | F42B3/22 | F42D3/04,-
E21B47/06 | E21B43/26 | G06F17/50,-
E21B43/27 | E21B43/16,-
E21B43/30 | E21B43/26,-
E21B43/34,-
F04B51/00,-
C02F9/04 | C02F103/10,-
E21B47/00 | E21B47/06 | E21B47/07,-
E21B7/00 | E21B17/04 | E21B10/00 | E21B25/00,-
H02B1/30 | H02B1/56 | H02B1/50 | H02B1/28,-
E21B43/00,-
B01F17/18 | B01F17/42 | B01F17/14 | E21B21/06 | B09B3/00 | C10G1/00 | C09K8/32 | C09K23/18 | C09K23/14 | C09K23/42,-
G06F30/28 | G01N5/02 | G06F113/08 | G06F119/14,-
B01D53/78 | B01D53/48 | B01D46/10 | B01D46/04 | B01D46/06 | B01D46/00,-
C10B53/06 | C10B57/00 | F23J15/06 | F23D14/12,-
E21B7/04 | E21B47/00 | E21B47/022 | E21B47/06 | E21B47/08 | E21B47/13 | E21B4/00,-
G01N7/14,-
C08F220/56 | C08F220/34 | C08F220/06 | C08F220/58 | C08F226/02 | C09K8/68 | C09K8/88,-
E21B43/00 | E21B47/008 | F04B13/00,-
E21B43/26 | E21B3/02 | B60P3/00,-
E21B47/00,-
C09K8/512 | C09K8/88 | C08J3/24 | C08L29/14,-
B07B1/18 | B07B1/55,-
G06Q10/04 | G06Q50/02,-
G06Q10/04 | G06Q10/06 | G06Q50/02,-
E21B43/26 | E21B17/18 | E21B34/02 | E21B34/06 | E21B43/114,-
C02F1/44 | B01D65/02 | B01D61/58,-
G06T17/00 | G06F30/13 | E21B7/04,-
E21B43/26 | E21B43/267 | E21B33/13,-
B01D29/03 | B01D29/56 | B01D29/96,-
C02F9/00 | B01D29/64 | B01D29/94 | C02F1/00 | C02F1/72 | C02F1/52,-
G01V1/28 | G01V1/30 | G01V1/48 | G01V1/50 | G06F17/18 | G06N3/0464 | G06N3/048,-
C09K8/12,-
G01N7/14,-
F04B53/16,-
E21B43/00 | E21B43/26,-
G01N7/16,-
C09K8/68,-
G01N5/00,-
C02F9/04,-
E21B43/26 | E21B49/00,-
E21B23/00,-
C02F9/10 | C02F103/10,-
E21B43/263 | F42B3/22,-
G01N7/14,-
F17C13/00 | F17C13/08 | F17C13/12,-
E21B43/267,-
E21B43/114 | E21B43/117 | E21B43/119 | E21B43/26 | E21B43/267,-
C02F9/04 | C02F103/10,-
H02B1/56,-
E21B43/26,-
G06F30/20 | G06F111/10 | G06F119/22,-
H02J3/12 | E21B43/26,-
E21B43/34,-
E21B43/26 | E21B43/27 | E21B43/267,-
G06F30/13 | G06F30/20,-
G01N7/14,-
H05K7/12 | H05K7/02 | H05K5/06 | H05K5/02 | H02G3/08 | H02G3/16,-
B65G47/74 | B65G65/40 | B65B69/00,-
E21B43/22 | E21B43/12,-
E21B47/08 | E21B49/00 | E21B43/26 | E21B33/13,-
F04B9/02 | E21B43/26,-
C02F1/28 | B01J20/34 | C22B7/00 | C22B26/12 | C02F103/10,-
E21B47/00 | E21B47/14 | G06Q50/02 | G06F30/20,-
C02F9/00 | B01D1/00 | B01D61/02 | B01D61/14 | C02F1/04 | C02F1/44 | E21B43/17 | E21B43/26,-
G01N7/16,-
F28D11/02,-
G01V1/30,-
G01N7/16,-
C09K8/68,-
C21D8/00,-
G01N21/31 | G01N11/10,-
C21D8/00,-
G06F17/50 | G06Q50/02 | E21B43/26,-
C02F9/00 | B01D1/00 | B01D61/02 | B01D61/14 | C02F1/04 | C02F1/44 | E21B43/17 | E21B43/26,-
C02F9/10 | C02F9/14 | C02F103/10,-
E21B43/263,-
E21B43/24 | E21B17/00,-
E21B21/01,-
E21B47/00 | E21B49/00 | E21B43/26 | G06F17/50,-
E21B43/263,CN
E21B43/22,-
E21B47/00 | G01N23/02 | G01F1/36,-
B01D63/02 | C02F1/40 | C02F1/44 | B01D17/022 | C02F103/10,-
E21B43/26 | E21B33/13 | E21B43/267 | G06F30/20,-
G06F30/17 | G06F30/23,-
G01N33/18 | G01N1/14 | G01N1/34,-
C02F1/52 | C02F9/04 | C02F103/10,-
G01V1/50,-
E21B43/267 | E21B43/27,-
C02F9/04 | C02F103/10,-
E21B43/00 | E21B43/12 | F16F15/023 | F16M11/42,-
E21B33/06,-
C10L3/10 | B01D53/04 | B01D53/26 | B01D46/10 | B01D46/00,-
G06F30/20 | E21B43/26 | G01V9/00 | G06F119/14,-
G01V1/00 | G01V1/36 | G01V1/30,-
C09K8/584 | C09K8/60,-
E21B43/34,-
E21B43/26 | E21B43/267 | E21B49/00 | G06T7/62 | G06K9/62,-
G06F30/27 | G06N20/10 | G06K9/62 | G06Q10/04 | G06Q50/02 | E21B49/00,-
G01N33/00,-
E21B15/00,-
E21B49/00 | E21B43/26,-
G01V1/30,-
F16M11/42 | F16M11/04 | F04B39/00,-
C09K8/80,-
C22C38/02 | C22C38/04 | C22C38/18 | C22C38/14 | C22C38/08 | C22C38/16 | C21C5/52 | C21C7/10 | C21D8/10 | C21D1/18,-
C04B35/14 | C04B35/185 | C04B35/80 | C04B35/64 | C09K8/80,-
F17D1/02 | F17D3/01 | F17D5/02,-
C04B35/14 | C04B35/185 | C04B35/80 | C04B35/64 | C09K8/80,-
G01T7/00,-
C02F1/24 | C02F103/10,-
C02F3/34 | C02F3/32 | C02F103/10,-
G01N33/24,-
E21B43/00 | E21B34/08,-
F17C13/00 | F17C13/08 | F17C13/06,-
E21B34/02,-
H02S10/12 | F03D9/11,-
G01N1/34,-
F17D1/00 | F17D3/01,-
E21B33/03,-
E21B43/267 | E21B49/00,-
G01N33/24,-
E21B43/26 | E21B43/267 | E21C41/24,-
G01N7/00 | G01N1/28 | G01N33/00,-
B22F7/04 | B22F3/24 | B22F3/10 | C23F1/44 | C23F1/28 | B22F9/04 | C22C47/14 | C22C49/12 | C22C49/14 | E21B10/46 | C22C101/10,-
C09K8/584 | C09K8/60 | C09K8/86 | C09K8/88 | C09K8/94,-
E21B43/26 | E21B43/267 | E21B49/00,-
E21B34/02 | E21B17/00 | E21B47/06,-
C02F9/04 | C02F9/06 | C02F101/10 | C02F101/20 | C02F101/32 | C02F103/10,-
E21B17/00 | E21B17/10,-
G01N1/08,-
F16M11/04 | F16M11/28 | F16M11/42 | F17D5/00,-
E21B43/26 | E21B43/247 | E21B43/267 | E21B43/11,-
G01N33/00 | G06F17/10,-
E21B47/00,-
E21B33/06,-
C09K8/524,-
G06F30/27 | G06F18/214 | G06F18/23,-
G01V1/50,-
E21B43/00 | E21B47/00 | G06Q50/02 | G06F30/20,-
E21B49/00 | G06Q10/04 | G06F30/20,-
C04B33/36 | C04B33/135 | C04B33/13 | C04B33/16 | C04B33/24 | C09K8/80,-
E21B47/00 | E21B33/047 | E21B41/00,-
C04B33/132 | C04B33/135 | C09K8/80 | B03B5/00 | B28B1/00,US
C04B33/132 | C04B33/135 | C09K8/80 | B03B5/00 | B28B1/00,US
E21B43/26 | E21B33/127 | E21B34/14 | E21B43/14,EP
E21B43/26 | E21B33/127 | E21B34/14 | E21B43/14,EP
E21B43/16,CZ
C21B7/00 | C21B5/00,JP | JP | JP
C21B7/00 | C21B5/00 | C21B7/16 | F27D3/18,JP | JP | JP
C21B7/00 | C21B5/00,JP | JP | JP
C21B7/00,JP | JP | JP
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755,US
C10G29/04,US
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02,US
E21B43/12,-
E21B43/12,-
C21B5/00,JP
C21B5/00,JP
E21B43/26 | E21B43/30,US | US | US
E21B43/26 | E21B43/30,US | US | US
E21B43/26 | E21B43/30,US | US | US
A21B43/26,US | US | US
C10G29/04,US
C21B5/00 | C21B7/00,JP | JP
C21B5/00 | C21B7/00,JP | JP
C21B5/00 | C21B7/00 | C21B7/16,JP | JP
C21B5/00,JP | JP
C01B3/34 | C10J3/57 | B01J8/12,US | US
C01B3/34,US | US
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08G79/00 | C08J9/00,US
C30B29/58 | B01D53/02 | B01D53/14,US
B01J20/22 | C08J9/00 | C08G79/00 | B01D53/62 | C30B29/58 | C07F3/06 | B01D53/02 | B01D53/14,US
-,-
B01J20/22,US
F23C10/04 | F23C13/08 | F23C99/00,US
C21B5/00 | C21B7/00,JP | JP
C01B3/38,DK
C01B3/38 | C01B3/40 | C10G2/00 | C10L3/10,DK
C21B5/00 | C21B7/16 | C21B7/00,JP | JP
C01B3/38 | C01B3/40 | C10G2/00 | C10L3/10,DK
C01B3/38,DK
C21B5/00,JP | JP
C01B7/00 | C25B9/23 | C25B15/00 | C25B1/00 | C25B9/00,AU
G06F17/00,US | US
G01V1/28,US | US
G01V1/28,US | US
C09K8/42,-
C07C29/151 | C07C31/04 | C01B3/38,US
C07C29/80 | C07C31/04 | C01B3/38,US
G01R33/30 | G01N24/08 | G01N3/10 | G01N33/28 | G01V3/32,-
G01R33/30,US
C08G18/38 | C08G18/12 | C08G77/14,CN
C08G18/38 | C08G18/12 | C08G77/14,CN
B01D53/48 | B01D53/96 | C10L3/10 | B01D53/80 | B01D53/78 | B01D53/52,CA
B01D53/48,CA
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04,US
-,FR
C02F9/00 | C02F1/463 | E21B43/20,US
C09K8/80,-
E21B43/26,-
G01N7/14,-
C04B35/14 | C04B35/63 | C04B35/622,-
G01V3/18 | G01N27/04,-
C09K8/72 | E21B37/06 | E21B33/138 | E21B43/27,-
G01V1/40,-
C02F9/14,-
H02P23/00 | H02P27/06 | H02P23/30,-
E21B43/267,-
H02P23/00 | H02P27/06 | H02P23/30,-
B22F3/02 | B22F3/10 | B22F1/02 | E21B43/26,-
C09K8/16 | C09K8/20,-
E21B43/26 | E21B43/267,-
G01N7/16,-
G01N33/00,-
H01R13/56 | H01R13/60 | H01R13/629 | H01R13/502 | H01R24/00 | H01R27/00,-
C02F9/10 | C02F1/52 | C02F1/04 | C02F1/44 | C02F103/10,-
E21B43/00 | E21B34/08,-
E21B21/00,-
G01N7/16,-
C02F11/06 | C02F11/121 | B01J19/18 | B01F7/04 | B01F15/00 | B01D29/01 | C02F103/10,-
E21B49/00 | E21B47/11 | E21B47/12,-
F04B39/00 | F04B39/12,-
E21B43/26 | E21B47/00 | E21B47/06 | E21B47/07 | G06Q50/02,-
F16L23/032 | F16L23/036 | F16B39/24,-
E21B43/26 | E21B43/267 | G06F30/20,-
F17D1/02 | F17D3/01 | F16L59/02 | F16L53/38 | C10L3/10,-
E05F15/665 | E05F15/73 | E05F11/34 | E06B3/44 | E21B43/267,-
F04B49/06 | E21B43/26,-
C02F9/12 | C02F103/10,-
C02F1/44 | B01D69/04 | B01D65/02 | C02F103/10,-
E21B36/00 | E21B33/03,-
C02F9/12 | C02F103/10,-
E21B43/00 | E21B36/00,-
E21B47/06 | E21B49/00 | E21B15/00 | E21B17/00,-
C02F1/44 | B01D69/04 | B01D65/02 | C02F103/10,-
E21B43/26 | F17D1/08 | F17D3/01,-
E21B44/00 | E21B47/00,-
G06Q10/04 | E21B47/007 | G01V1/30 | G01V1/40 | G06Q10/0635 | G06Q50/02 | G06F17/10,-
G01N30/02 | G01N30/06 | G01N30/16 | G01N1/22 | G01N7/04,-
E21B17/00 | E21B17/10,-
E21B33/03,-
G01N3/18 | G01N3/12 | G01N3/02 | G01N3/307,-
E21B43/22 | E21B43/00 | E21B47/00 | E21B49/00,-
E21B10/43 | E21B10/54,-
G01N7/16 | G01N30/02,-
E21B43/267 | B60P3/00,-
E21B10/54 | E21B10/60,-
F16H57/02 | F16H57/023 | F16H57/04 | F16H55/17 | F16C3/02,-
E21B25/00 | E21B25/08,-
